Text,Image
"They arrived at the Panchabati forest 
Where Rama and Lakshmana set up a thatched hut. 
The two brothers set up the hut. 
While Rama and Sita sat and played a game, Lakshmana stood guard. 

Just then, Surpanakha arrived, looking for flowers. 
Lakshmana caught her and cut off her nose. 
Clutching her severed nose in her hand, she tore back to Lanka 
And fell at her brother Ravana’s feet.  
","[[[27 44 25]
  [40 27 44]
  [54 27 62]
  ...
  [46 49 80]
  [29 45 61]
  [39 36 63]]

 [[32 41 38]
  [38 24 47]
  [42 21 54]
  ...
  [42 43 73]
  [38 51 70]
  [40 59 65]]

 [[35 31 46]
  [46 34 58]
  [41 31 56]
  ...
  [36 36 64]
  [29 39 64]
  [50 83 72]]

 ...

 [[35 34 50]
  [35 34 50]
  [35 34 50]
  ...
  [49 42 58]
  [38 40 52]
  [38 40 52]]

 [[34 34 44]
  [34 34 44]
  [34 34 44]
  ...
  [34 36 33]
  [36 36 44]
  [36 36 44]]

 [[34 34 44]
  [34 34 44]
  [34 34 44]
  ...
  [36 34 55]
  [36 36 44]
  [36 36 44]]]"
"The shrewd king Dashanana  came up with such a clever plan. 
Consumed with rage at his sister’s plight 
His whole body seemed to be on fire. 
Summoning Maricha, Ravana laid out his plan. 
“Go, Maricha to that Panchabati forest 
“You will find Rama, Lakshmana and Sita there 
“When Rama tries to catch you 
“You will cry out ‘my dear brother’ 
Thus, Ravana carefully tutored Maricha. 
Maricha, the sorcerer then assumed the form of a deer. 
How beautiful the deer looked as it danced in myriad ways.   
Chandramukhi called out to her husband, Raghuvar (Rama) 
And pleaded with him. 
Do catch that deer for me and make me happy. 
Then, the both of us, sitting in this forest 
Could forget our sorrows, watching the deer. 
“Come here, brother Lakshmana, I cannot bear (her pain).   
“I am off to catch the deer at Sita’s behest. 
“Until I return to this hut 
“Keep a careful watch over Sita, my brother.” 
With a lusty yell, Rama gave chase to the deer.  
But the deer, (swift as) a golden bee, flew off. 
Catching up with the deer, Rama killed it. 
The deer shrieked out loud  
“I am dying at the hands of a demon, dear brother!  
“Come and save me from my distress!” 
The cries reached Sita’s ears. 
“Come here, brother-in-law Lakshmana, have a betel leaf. 
“You must go search the Dandaka forest for your elder brother.” 
“My brother has ordered me to guard you Lakshmi (Sita). 
“Why do you ask me to leave?” 
“Oh, I understand, Lakshmana, I understand your intentions only too well  
“When my lord (Prabhu) dies, you wish to become my consort.” 
Covering his ears in shame, Lakshmana took Lord Vishnu’s name.  
“You are like my mother, Sumitra and Raghunath, my father! 
“Promise me, O sage’s daughter  
“(That you will stay within) the line I am drawing around the hut.” 
","[[[37 35 56]
  [36 35 53]
  [36 35 51]
  ...
  [31 40 57]
  [23 30 40]
  [45 52 62]]

 [[37 35 56]
  [36 35 53]
  [36 35 49]
  ...
  [32 34 47]
  [25 31 43]
  [42 48 60]]

 [[37 36 54]
  [36 35 51]
  [36 35 49]
  ...
  [36 33 44]
  [31 34 51]
  [39 42 59]]

 ...

 [[35 36 41]
  [34 35 40]
  [33 33 41]
  ...
  [38 33 53]
  [34 37 44]
  [34 37 44]]

 [[36 37 39]
  [34 35 40]
  [36 36 48]
  ...
  [35 37 52]
  [35 38 47]
  [33 36 45]]

 [[39 31 46]
  [41 35 49]
  [35 33 46]
  ...
  [32 34 49]
  [35 38 47]
  [33 36 45]]]"
"Having marked a boundary, Lakshmana departed. 
From under the shade of a banyan tree, Ravana then appeared   
Little boy-mendicants attired in red 
Went from home to home, rattling their damaru drums and begging for alms. 
“Please give me alms, Ma Janaki, give me alms (quickly). 
“For I am afraid of your husband. 
“From your jewelled plate, full of gold coins 
“Please give alms on a (poor) ascetic’s plate, O daughter of Janaka.” 
Receiving the alms, Ravana glanced around (covertly), anticipating danger","[[[ 30  40  41]
  [ 33  36  51]
  [ 41  37  64]
  ...
  [ 40  43  60]
  [ 36  39  56]
  [ 36  39  56]]

 [[ 27  37  38]
  [ 29  38  47]
  [ 32  37  56]
  ...
  [ 35  38  55]
  [ 35  38  55]
  [ 35  38  55]]

 [[ 35  40  44]
  [ 35  41  53]
  [ 31  39  52]
  ...
  [ 32  35  52]
  [ 37  40  57]
  [ 37  40  57]]

 ...

 [[ 39  16  34]
  [ 31  76  47]
  [ 51 161  74]
  ...
  [ 62  91  95]
  [ 61  93  80]
  [ 60  94  67]]

 [[ 38  40  55]
  [ 27  16  20]
  [ 29  59  25]
  ...
  [ 56 120  93]
  [ 56 123  79]
  [ 56 126  66]]

 [[ 40  54  55]
  [ 47  22  41]
  [ 39  17  40]
  ...
  [ 44 108  81]
  [ 48 115  71]
  [ 49 119  59]]]"
"And grabbing Sita’s hand, he pulled her on to his chariot. 
Sobbing piteously, Sita’s face was tear-streaked.  
“Come and save me from this plight, O brother-in-law Lakshmana!” 
Up and away the chariot flew 
(Till) Jatayu, Dasharatha’s friend, came into view.  
Thinking it was an enemy chariot, Jatayu swallowed it whole.  
“Take heed, Jatayu, take heed” Ravana warned. 
“For your friend’s daughter-in-law is in the chariot. 
Ashamed, Jatayu disgorged the chariot.  
With the arrow of Brahma, Ravana struck Jatayu. 
With a cry of pain, Jatayu fell to the ground, dying 
While Sita wept bitterly. 
The song of Ramayan was written by Krittibas. 
Here I end my poetic offering. 
My name is Seramuddin 
My address, Medinipur.  ","[[[ 32  31  49]
  [ 35  34  48]
  [ 35  35  45]
  ...
  [ 33  39  51]
  [ 31  37  49]
  [ 31  37  49]]

 [[ 37  36  54]
  [ 38  37  51]
  [ 36  36  46]
  ...
  [ 40  42  55]
  [ 45  47  60]
  [ 45  47  60]]

 [[ 33  32  50]
  [ 35  34  48]
  [ 37  37  47]
  ...
  [ 41  40  54]
  [ 42  41  55]
  [ 42  41  55]]

 ...

 [[ 23  36  45]
  [ 21  24  39]
  [ 28  25  44]
  ...
  [200 172 148]
  [192 172 139]
  [192 172 139]]

 [[ 19  29  28]
  [ 18  19  24]
  [ 29  23  37]
  ...
  [200 172 151]
  [189 169 134]
  [189 169 134]]

 [[124 129 107]
  [107 103  92]
  [ 88  77  81]
  ...
  [198 169 151]
  [184 164 129]
  [184 164 129]]]"
"The marriage of Ramachandra took place and all the rituals were completed. 
But to uphold his father’s promise, Rama went to live in the forest.
Rama led the way, followed by Janaki
Lakshmana the archer, brought up the rear.
With the scorching sun above, and the burning sand beneath their feet
Sita, delicate as a butter-doll, could barely walk.
Breaking a (leafy) branch from a tree, Lakshmana held it over her head.
“Walk slowly, under its shade, Lakshmi.”
","[[[ 3  2 20]
  [ 2  1 19]
  [ 2  1 17]
  ...
  [12 17 20]
  [ 0  3 18]
  [ 7  9 34]]

 [[ 3  2 20]
  [ 2  1 19]
  [ 2  1 17]
  ...
  [ 0  5 13]
  [ 2  7 26]
  [10 13 44]]

 [[ 3  2 20]
  [ 3  2 20]
  [ 2  1 19]
  ...
  [ 7 16 25]
  [ 0  7 26]
  [ 9 14 44]]

 ...

 [[ 8  4  1]
  [ 1  0  4]
  [ 3  3 11]
  ...
  [ 4  2 16]
  [ 4  2 16]
  [ 4  3 17]]

 [[ 0  0  7]
  [ 0  2  9]
  [ 0  5  0]
  ...
  [ 4  2 16]
  [ 4  2 16]
  [ 4  3 17]]

 [[ 0  2  2]
  [ 9 20 16]
  [62 76 61]
  ...
  [ 5  3 17]
  [ 5  3 17]
  [ 3  2 16]]]"
"In the Panchabati forest, Rama established a home.
Rama and Sita were seated (in their hut) while Lakshmana stood guard. 
One day Surpanakha arrived at the Panchabati forest
And Lakshmana chopped off her nose and ears.
With her nose in her hand, the widow rushed to the city of Lanka 
And fell at her elder brother Ravana’s feet.","[[[  0   2  19]
  [  8   0  26]
  [ 12   7  29]
  ...
  [157 169 123]
  [ 43  50  34]
  [ 14  15   1]]

 [[  0   2  18]
  [  7   1  27]
  [  0   0  16]
  ...
  [ 92 115  73]
  [ 27  45  29]
  [  4  16   4]]

 [[  0   2  15]
  [  7   5  26]
  [  0   0  11]
  ...
  [ 71 101  67]
  [ 23  49  38]
  [  0  18  11]]

 ...

 [[  1   0   6]
  [  1   0   6]
  [  1   0   6]
  ...
  [  2   1  17]
  [  2   1  17]
  [  2   1  15]]

 [[  1   0   6]
  [  1   0   6]
  [  1   0   6]
  ...
  [  2   1  17]
  [  2   1  17]
  [  1   0  14]]

 [[  1   0   6]
  [  1   0   6]
  [  1   0   6]
  ...
  [  2   1  17]
  [  2   1  17]
  [  1   0  14]]]"
"The shrewd king Dashanana came up with such a clever plan.
 Consumed with rage at his sister’s plight
His whole body seemed to be on fire.
Summoning Maricha, Ravana had him change into a deer.","[[[ 2  1  6]
  [ 2  1  6]
  [ 2  1  6]
  ...
  [ 3  3 15]
  [ 8  7 13]
  [ 5  4 10]]

 [[ 2  1  6]
  [ 2  1  6]
  [ 2  1  6]
  ...
  [ 3  2 16]
  [ 7  6 12]
  [ 5  4 10]]

 [[ 1  0  6]
  [ 1  0  6]
  [ 1  0  6]
  ...
  [ 3  2 16]
  [ 7  6 14]
  [ 4  3 11]]

 ...

 [[ 1  0  8]
  [ 1  0  8]
  [ 1  0  8]
  ...
  [ 4 15 17]
  [14 21 14]
  [14 21 14]]

 [[ 1  0  8]
  [ 1  0  8]
  [ 1  0  8]
  ...
  [ 0 10 14]
  [11 18 11]
  [11 18 11]]

 [[ 1  0  8]
  [ 1  0  8]
  [ 1  0  8]
  ...
  [ 0 10 14]
  [10 17 10]
  [10 17 10]]]"
"How beautiful the deer looked as it danced in myriad ways. 
Janaki pleaded with her husband, “O, Raghuvar (Rama)
“Do catch that deer for me - make me happy. 
“It will ease my sorrow, looking at the deer.”
“Come here, dear brother Lakshmana, I cannot bear (her pain). 
“I shall go catch the deer at Sita’s behest.
“Until I return to this hut
Keep a careful watch over Sita, my brother.” 
With a lusty yell, Rama chased the deer.
But the deer, (swift as) a golden bee, flew off. 
Catching up with the deer, Rama killed it.
","[[[  0   1   5]
  [  1   2   6]
  [  2   3   8]
  ...
  [  3   6  25]
  [ 16  19  36]
  [  6   9  26]]

 [[  1   2   6]
  [  1   2   6]
  [  2   3   8]
  ...
  [  5   8  27]
  [ 15  18  35]
  [  5   8  25]]

 [[  1   2   6]
  [  1   2   6]
  [  0   1   6]
  ...
  [  5  11  27]
  [  7  13  27]
  [  0   3  17]]

 ...

 [[206 194 136]
  [186 173 128]
  [ 53  39  30]
  ...
  [  3   3  15]
  [  6   6  14]
  [  6   6  14]]

 [[222 203 137]
  [172 165  77]
  [ 19   9   0]
  ...
  [  1   4  21]
  [  0   3  15]
  [  0   3  15]]

 [[231 212 146]
  [174 167  79]
  [ 16   6   0]
  ...
  [  8  13  19]
  [  1   6   9]
  [  1   6   9]]]"
"The (dying) deer then began to cry out loud 
“Where are you dear Lakshmana? Come to me.
“Save me from this danger!”
When this heart-rending cry reached Sita’s ears 
She summoned Lakshmana and told him
“Come quickly, brother-in-law Lakshmana, have this betel leaf. 
“You must go find your elder brother in the Dandaka forest.”
“My brother has left me here to guard you, Lakshmi (Sita) 
“And you now ask me to go seek him?”
“Oh, I understand your intentions, brother-in-law Lakshmana, only too well! 
“When Ramachandra dies, you wish to become my consort.”
Covering his ears in shame, Lakshmana took Lord Vishnu’s name. 
“You are like my mother, Sumitra and Raghunath, my father!
“First give me your word, O sage’s daughter. 
“I shall draw a line around the hut
“(But) the face you see, should you cross the line
(Will cause) chaos in the three worlds and great misery will be yours.”
Having marked a boundary, Lakshmana departed.
","[[[  3   2   7]
  [  4   3   9]
  [  4   3  11]
  ...
  [  3   6  13]
  [  4   7  14]
  [  0   1   8]]

 [[  3   2   7]
  [  4   3   9]
  [  4   3  11]
  ...
  [  0   0   7]
  [  1   1   9]
  [  0   0   7]]

 [[  3   2   8]
  [  3   2  10]
  [  4   2  13]
  ...
  [  3   2   8]
  [  5   4  10]
  [  2   1   7]]

 ...

 [[  1   0   6]
  [  1   0   6]
  [  1   0   6]
  ...
  [240 217 101]
  [248 227  76]
  [224 203  26]]

 [[  1   0   6]
  [  1   0   6]
  [  1   0   6]
  ...
  [236 216 103]
  [233 202  62]
  [247 218  28]]

 [[  1   0   6]
  [  1   0   6]
  [  1   0   6]
  ...
  [235 218 102]
  [243 206  76]
  [240 206  23]]]"
"From under the shade of a banyan tree, Ravana then appeared. 
“Give me alms, Ma Janaki so that I can return home
“For I am afraid of your husband’s arrows.”
If he did not receive alms, the hermit (claimed that he) would die. 
Killing a man being a great sin, Sita was scared.
From a golden platter heaped with gems and cowries
The daughter of Janaka poured alms on t the ascetic’s plate.
She stepped across the line to give the alms
And grabbing Sita’s hand, (Ravana) pulle her on to his chariot. 
Up and away the chariot flew
(Till) Jatayu, Dasharatha’s friend, came into view.
(Opening his mouth wide), Jatayu swallowed Ravana’s chariot whole 
And then began a fierce battle between Ravana and Jatayu.
“Take heed, Jatayu, take heed” (Ravana warned) 
“Your friend’s daughter-in-law is in the chariot.
Hearing about his friend’s daughter-in- law, Jatayu was ashamed","[[[ 0  1  0]
  [ 3  1  4]
  [ 0  1  4]
  ...
  [19 12 20]
  [ 5  0  5]
  [ 8  2 16]]

 [[ 0  1  0]
  [ 4  2  5]
  [ 0  1  4]
  ...
  [25 17 30]
  [11  4 12]
  [ 6  0 10]]

 [[ 1  2  0]
  [ 4  2  7]
  [ 0  2  5]
  ...
  [24 18 32]
  [12  6 18]
  [ 8  3 10]]

 ...

 [[ 0  0  5]
  [ 1  0  6]
  [ 2  1  7]
  ...
  [ 8  6  7]
  [ 1  1  0]
  [14  6  4]]

 [[ 0  0  5]
  [ 1  0  6]
  [ 2  1  7]
  ...
  [ 8  6  7]
  [ 1  1  0]
  [16  8  6]]

 [[ 0  0  5]
  [ 1  0  6]
  [ 2  1  7]
  ...
  [ 7  5  6]
  [ 1  1  0]
  [12  4  2]]]"
"And disgorged the chariot he had swallowed.
With the Brahmashel arrow, Ravana struck Jatayu’s head. 
Jatayu fell, lying sprawled across ten kathas of land
","[[[  2   0   5]
  [  5   3   8]
  [  8   6  11]
  ...
  [165 181 196]
  [160 176 191]
  [174 193 197]]

 [[  1   0   4]
  [  2   0   5]
  [  3   1   6]
  ...
  [206 222 237]
  [203 219 234]
  [204 222 236]]

 [[  2   0   5]
  [  2   0   5]
  [  1   0   4]
  ...
  [189 206 222]
  [186 203 219]
  [186 204 226]]

 ...

 [[  1   0   6]
  [  1   0   6]
  [  1   0   6]
  ...
  [  0   1   4]
  [ 81  89  92]
  [243 255 255]]

 [[  1   0   6]
  [  1   0   6]
  [  1   0   6]
  ...
  [  0   1   4]
  [106 113 119]
  [140 167 188]]

 [[  1   0   5]
  [  1   0   5]
  [  2   1   6]
  ...
  [  3   7  19]
  [  8  14  28]
  [  0   2  17]]]"
"Speaking tenderly, Ramachandra looked at the (dying) bird
And gazed (tearfully) into his precious eyes. 
“Having mortally wounded me, he has taken your wife, Rama 
“Go rescue Sita first, Rama, gem of the Raghus.”

Having heard the news (of Sita’s abduction) from the bird 
Rama lay grief-stricken under a tree.
“We have left our mother behind at home and our father died there. “
As destined by fate, Sita was stolen from the forest.”
Saying this, Ramachandra grieved silently.
Ravana carried off Sita and kept her in the Ashoka grove. 
Habichak, under Chandipur thana is where I live
And singing the Sitaharan pata song for you, I am Jharna Chitrakar.
","[[[  1   1   3]
  [  1   0   5]
  [  1   0   5]
  ...
  [  0   0   4]
  [  0   0   0]
  [  0   0   2]]

 [[  1   1   3]
  [  1   0   5]
  [  1   0   5]
  ...
  [  0   0   4]
  [  3   3   3]
  [  1   0   5]]

 [[  1   1   3]
  [  1   0   5]
  [  1   0   5]
  ...
  [  0   0   4]
  [  3   3   3]
  [  2   1   6]]

 ...

 [[ 11   0   1]
  [  7   0   4]
  [  3   0   7]
  ...
  [  2   1   7]
  [  3   2   8]
  [  1   1  29]]

 [[ 63  60   9]
  [ 23  18   0]
  [  3   0   0]
  ...
  [  2   1   7]
  [  3   2   8]
  [  1   3  18]]

 [[217 225 104]
  [162 167  77]
  [ 67  71  21]
  ...
  [  2   1   7]
  [  3   2   8]
  [  1   3  15]]]"
